Test Type,Transaction ID,Patient ID,Start Time,End Time,Duration (seconds),Status
CREATE,469,CLOUD_CREATE_20260219_183151_P000469,1771525969.402880841,1771525969.523998856,.114729987,SUCCESS
CREATE,470,CLOUD_CREATE_20260219_183151_P000470,1771525969.526297638,1771525969.643286606,.110263729,SUCCESS
CREATE,471,CLOUD_CREATE_20260219_183151_P000471,1771525969.645510686,1771525969.788049964,.135995745,SUCCESS
CREATE,472,CLOUD_CREATE_20260219_183151_P000472,1771525969.790304845,1771525969.905557451,.108174354,SUCCESS
CREATE,473,CLOUD_CREATE_20260219_183151_P000473,1771525969.907700927,1771525970.023688660,.109331295,SUCCESS
CREATE,474,CLOUD_CREATE_20260219_183151_P000474,1771525970.025692031,1771525970.141167645,.109209691,SUCCESS
CREATE,475,CLOUD_CREATE_20260219_183151_P000475,1771525970.143628833,1771525970.261257624,.111176761,SUCCESS
CREATE,476,CLOUD_CREATE_20260219_183151_P000476,1771525970.263391900,1771525970.376907744,.106666901,SUCCESS
CREATE,477,CLOUD_CREATE_20260219_183151_P000477,1771525970.379304230,1771525970.496696412,.110828848,SUCCESS
CREATE,478,CLOUD_CREATE_20260219_183151_P000478,1771525970.498858189,1771525970.613501674,.107977147,SUCCESS
CREATE,479,CLOUD_CREATE_20260219_183151_P000479,1771525970.615803256,1771525970.728534772,.106253285,SUCCESS
CREATE,480,CLOUD_CREATE_20260219_183151_P000480,1771525970.730831154,1771525970.848131733,.111264665,SUCCESS
CREATE,481,CLOUD_CREATE_20260219_183151_P000481,1771525970.850070803,1771525971.004954421,.147904170,SUCCESS
CREATE,482,CLOUD_CREATE_20260219_183151_P000482,1771525971.007153899,1771525971.126214641,.112351603,SUCCESS
CREATE,483,CLOUD_CREATE_20260219_183151_P000483,1771525971.128343717,1771525971.246138214,.111240363,SUCCESS
CREATE,484,CLOUD_CREATE_20260219_183151_P000484,1771525971.248517799,1771525971.362585163,.107491130,SUCCESS
CREATE,485,CLOUD_CREATE_20260219_183151_P000485,1771525971.364665737,1771525971.483724279,.112467307,SUCCESS
CREATE,486,CLOUD_CREATE_20260219_183151_P000486,1771525971.486063362,1771525971.602328304,.109837913,SUCCESS
CREATE,487,CLOUD_CREATE_20260219_183151_P000487,1771525971.604567384,1771525971.724008540,.112611712,SUCCESS
CREATE,488,CLOUD_CREATE_20260219_183151_P000488,1771525971.726147016,1771525971.849210600,.116402847,SUCCESS
CREATE,489,CLOUD_CREATE_20260219_183151_P000489,1771525971.851421279,1771525971.970873735,.112830020,SUCCESS
CREATE,490,CLOUD_CREATE_20260219_183151_P000490,1771525971.973115515,1771525972.096540913,.116791761,SUCCESS
CREATE,491,CLOUD_CREATE_20260219_183151_P000491,1771525972.098714890,1771525972.233110978,.127840554,SUCCESS
CREATE,492,CLOUD_CREATE_20260219_183151_P000492,1771525972.235399060,1771525972.352857545,.110638942,SUCCESS
CREATE,493,CLOUD_CREATE_20260219_183151_P000493,1771525972.355155727,1771525972.472544509,.110577539,SUCCESS
CREATE,494,CLOUD_CREATE_20260219_183151_P000494,1771525972.474866592,1771525972.597030644,.115453714,SUCCESS
CREATE,495,CLOUD_CREATE_20260219_183151_P000495,1771525972.599144720,1771525972.717424434,.111908187,SUCCESS
CREATE,496,CLOUD_CREATE_20260219_183151_P000496,1771525972.719826719,1771525972.843520426,.117228977,SUCCESS
CREATE,497,CLOUD_CREATE_20260219_183151_P000497,1771525972.845698104,1771525972.971432284,.118704129,SUCCESS
CREATE,498,CLOUD_CREATE_20260219_183151_P000498,1771525972.974025776,1771525973.093869146,.113055628,SUCCESS
CREATE,499,CLOUD_CREATE_20260219_183151_P000499,1771525973.095963621,1771525973.212107359,.109662807,SUCCESS
CREATE,500,CLOUD_CREATE_20260219_183151_P000500,1771525973.214382940,1771525973.327956386,.107026614,SUCCESS
SUMMARY,CREATE,500,500,61.967577923,8.06
